"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"P0: Create a new skill.","0","test_create_skill","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSkills","test_mentorship","",""
"","0","test_del_role_safe","tests.api","2026-07-03","failed","2026-07-03","TestAuthRolesCRUD","test_auth","",""
"","0","test_submit_question","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsCRUD","test_auth","",""
"","0","test_put_question","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsCRUD","test_auth","",""
"","0","test_schedule","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsCRUD","test_auth","",""
"","0","test_recommend_jobs","tests.api","2026-07-03","failed","2026-07-03","TestJobsReal","test_jobs_endpoints","",""
"P1: GET /companies/nonexistent → 404.","0","test_p1_get_company_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestJobsP1","test_jobs_endpoints","",""
"GET /auth/roles without token → 401/403.","1","test_p1_list_roles_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthProtectedP1","test_auth","",""
"","0","test_bookmark_count","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNotes","test_courses","",""
"P0: DEL /api/v1/bookmarks/{id}.","0","test_delete_bookmark_by_id","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"P1: DEL /api/v1/pricing/packs/99999 → 404.","0","test_p1_delete_pack_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpointsP1","test_billing","",""
"","0","test_list_companies","tests.api","2026-07-03","failed","2026-07-03","TestJobsReal","test_jobs_endpoints","",""
"P1: POST /api/v1/resumes/builder/parse with empty → 422.","0","test_p1_builder_parse_empty","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpointsP1","test_resumes","",""
"P1: Get my specific IDP.","0","test_idp_get_my_idp","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPCRUD","test_auth","",""
"","0","test_average_completion_rates","tests.api","2026-07-03","failed","2026-07-03","TestCoursesAnalytics","test_courses","",""
"","0","test_p1_evaluate_code_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P0: POST /api/v1/payments/razorpay/order — create razorpay order.","0","test_create_razorpay_order","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpoints","test_billing","",""
"P1: GET /admin/audit-dashboard without token → 401/403.","0","test_p1_audit_dashboard_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestBillingAdmin","test_billing","",""
"PUT /api/assessments/99999 → 404.","0","test_p1_update_assessment_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsP1","test_auth","",""
"P0: GET /v1/sessions/{id}/idp — session IDP.","0","test_get_session_idp_details","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: POST /me/mentor/skills with empty body → 422.","0","test_p1_add_mentor_skill_empty","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSkills","test_mentorship","",""
"","0","test_struggling_students","tests.api","2026-07-03","failed","2026-07-03","TestCoursesAnalytics","test_courses","",""
"P0: Trigger background check (requires mentor role → may 403).","0","test_trigger_background_check","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipOnboarding","test_mentorship","",""
"P1: DEL /v1/mentors/99999/profile → 404.","0","test_p1_delete_mentor_profile_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P0: GET /health — health check.","0","test_jobs_health","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourney","test_jobs_endpoints","",""
"","1","test_p1_record_quiz_result_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesAnalyticsP1","test_courses","",""
"Partially update the JD title and skills.","0","test_update_jd","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentJD","test_recruitment","",""
"P1: PUT /api/v1/tenants/{id}/sub-accounts/{id}/limit with empty → 422.","0","test_p1_update_sub_account_limit_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpointsP1","test_billing","",""
"P0: POST /api/v1/it-journey/session — create an IT journey session.","0","test_create_it_journey_session","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourney","test_jobs_endpoints","",""
"P0: POST /v1/me/experiences — add an experience.","0","test_create_experience","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"","0","test_p1_vote_review_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesReviewsP1","test_courses","",""
"POST /v1/interview/start without position → 422.","0","test_p1_start_interview_missing_position","tests.api","2026-07-03","failed","2026-07-03","TestAIInterviewP1","test_interview","",""
"","0","test_p1_update_lesson_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesLessonsP1","test_courses","",""
"","0","test_p1_delete_coding_question_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_reject_my_pending_university_invite","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversity","test_auth","",""
"P0: Search for mentors.","0","test_mentor_search","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipDiscovery","test_mentorship","",""
"","0","test_record_audio","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"P0: GET /v1/mentors/{id}/reviews — mentor reviews.","0","test_get_mentor_reviews","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"","1","test_p1_create_lesson_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesLessonsP1","test_courses","",""
"P1: POST /v1/analyze/session/final-score with empty body → 422.","0","test_p1_final_score_empty","tests.api","2026-07-03","failed","2026-07-03","TestInterviewNewEndpointsP1","test_interview","",""
"","1","test_p1_flag_review_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesReviewsP1","test_courses","",""
"P0: List mentee IDPs.","0","test_idp_list_mentee_idps","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPCRUD","test_auth","",""
"P0: Admin can fetch skills for a known user (user_id=1).","0","test_admin_get_user_skills","tests.api","2026-07-03","failed","2026-07-03","TestResumeAdmin","test_resumes","",""
"P0: Get wallet balance.","0","test_get_balance","tests.api","2026-07-03","failed","2026-07-03","TestBillingWallet","test_billing","",""
"P1: GET /sessions/99999/review → 404.","0","test_p1_get_review_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSessions","test_mentorship","",""
"P0: DEL /api/v1/pricing/packs/{id} — delete a pricing pack (safe id).","0","test_delete_pricing_pack","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpoints","test_billing","",""
"P0: Admin can delete a university (or 404 if not found).","0","test_delete_university","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityCRUD","test_auth","",""
"","0","test_reject_university_invite","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversity","test_auth","",""
"P0: GET /api/v1/it-journey/recommendations/{session_id}.","0","test_get_it_journey_recommendations","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourney","test_jobs_endpoints","",""
"","0","test_populate_python_questions","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P1: DELETE /me/mentee/goals/99999 → 204 (idempotent) or 404.","0","test_p1_delete_goal_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSkills","test_mentorship","",""
"P1: Without token → 401/403.","1","test_p1_idp_suggest_roles_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthIDPP1","test_auth","",""
"","0","test_audits","tests.api","2026-07-03","failed","2026-07-03","TestJobsReal","test_jobs_endpoints","",""
"P0: GET /v1/superadmin/mentors/by-email.","0","test_superadmin_mentors_by_email","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"","0","test_populate_coding_question_pool","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P1: PUT /universities/99999 → 404.","0","test_p1_update_nonexistent_university","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityCRUDP1","test_auth","",""
"P0: POST /api/v1/subscriptions/{user_id}/pause.","0","test_pause_subscription_per_user","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpoints","test_billing","",""
"GET /auth/api/company without token → 401/403.","1","test_p1_list_companies_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","0","test_generate_mcq","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","0","test_p1_put_assessment_empty","tests.api","2026-07-03","failed","2026-07-03","TestAuthNewP1","test_auth","",""
"POST /universities/{id}/assign-admin without token → 401.","1","test_p1_assign_admin_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthAssignUniAdminP1","test_auth","",""
"P0: Save an IDP.","0","test_idp_save","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPCRUD","test_auth","",""
"","0","test_p1_create_assessment_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P0: GET /v1/interview/me/sessions/{id}/history — get my session history.","0","test_get_me_sessions_history","tests.api","2026-07-03","failed","2026-07-03","TestInterviewNewEndpoints","test_interview","",""
"","0","test_get_results","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsCRUD","test_auth","",""
"","0","test_p1_update_note_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNotesP1","test_courses","",""
"","0","test_admin_review_queue","tests.api","2026-07-03","skipped","2026-07-03","TestCoursesAdmin","test_courses","",""
"","0","test_oauth_linkedin_authorize","tests.api","2026-07-03","failed","2026-07-03","TestAuthOther","test_auth","",""
"","0","test_get_interview_analysis","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"P1: GET /users/99999/trust-score → 404.","0","test_p1_get_trust_score_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipOnboarding","test_mentorship","",""
"P1: PUT /api/v1/pricing/packs/99999 → 404.","0","test_p1_update_pack_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpointsP1","test_billing","",""
"","0","test_p1_university_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestAuthNewP1","test_auth","",""
"P1: PATCH /me with empty body → 200 (no-op) or 422.","0","test_p1_update_me_empty_payload","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipProfile","test_mentorship","",""
"P1: POST /api/v1/resumes/99999/re-analyze → 404.","0","test_p1_re_analyze_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpointsP1","test_resumes","",""
"Get a specific corporate session.","0","test_get_session","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentCorporateSessions","test_recruitment","",""
"","1","test_login","tests.api","2026-07-03","broken","2026-07-03","TestAuthPublic","test_auth","",""
"P0: Student starts an assessment attempt.","0","test_start_assessment_attempt","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentLifecycle","test_auth","",""
"P0: POST /api/v1/lessons/{id}/notes — create a note.","0","test_post_lesson_note","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"P1: GET /jobs/nonexistent → 404.","0","test_p1_get_job_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestJobsP1","test_jobs_endpoints","",""
"POST without token → 401.","1","test_p1_promote_admin_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthCompanyAdmin","test_auth","",""
"P1: POST /idp/suggest-roles with empty skills — API accepts it.","0","test_p1_idp_suggest_roles_empty","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPP1","test_auth","",""
"","1","test_p1_user_roles_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthNewP1","test_auth","",""
"","0","test_week_start","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPAssessments","test_auth","",""
"P0: Generate PDF result for an assessment.","0","test_generate_pdf_result","tests.api","2026-07-03","failed","2026-07-03","TestAuthGeneratePdfResult","test_auth","",""
"POST /auth/universities/my/pending-invites/reject for user without permission.","0","test_p1_reject_invite_without_permission","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","0","test_create_question","tests.api","2026-07-03","failed","2026-07-03","TestCoursesQuizzes","test_courses","",""
"","0","test_p1_bookmark_count_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesNotesP1","test_courses","",""
"P1: DEL /v1/me/avatar without token → 401.","1","test_p1_delete_avatar_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P0: PUT /api/v1/notes/{id}.","0","test_put_note","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"P1: POST /api/v1/progress/lessons/{id}/complete without token → 401/403.","3","test_p1_complete_lesson_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesNewEndpointsP1","test_courses","",""
"","0","test_list_participants","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P1: GET /api/v1/tenants/99999/sub-accounts/99999/limit → 404.","0","test_p1_sub_account_limit_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpointsP1","test_billing","",""
"GET /api/assessments/99999/export-csv → 404.","0","test_p1_export_csv_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsP1","test_auth","",""
"P0: GET /health.","0","test_health_new","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpoints","test_resumes","",""
"P0: GET /api/v1/lessons/{id}/bookmarks/count.","0","test_get_lesson_bookmarks_count","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"","0","test_generate_mcq_endpoint","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","1","test_p1_admin_review_queue_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesAdminP1","test_courses","",""
"","0","test_get_me","tests.api","2026-07-03","failed","2026-07-03","TestAuthProtected","test_auth","",""
"","0","test_p1_get_assessment_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_delete_coding_question_pool_item_p0","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","0","test_p1_search_missing_query","tests.api","2026-07-03","failed","2026-07-03","TestCoursesSearchP1","test_courses","",""
"POST /api/assessments/manual-create without token → 401.","1","test_p1_manual_create_assessment_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthAssessmentsP1","test_auth","",""
"P1: POST /admin/bulk-grants with empty → 422.","0","test_p1_bulk_grants_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingAdmin","test_billing","",""
"P0: GET /v1/user/{id}/recommendations — user recommendations.","0","test_get_user_recommendations_new","tests.api","2026-07-03","failed","2026-07-03","TestInterviewNewEndpoints","test_interview","",""
"P0: POST /api/v1/resumes/builder/parse — parse a resume.","0","test_builder_parse","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpoints","test_resumes","",""
"","0","test_upload_resume","tests.api","2026-07-03","failed","2026-07-03","TestResume","test_resumes","",""
"","0","test_enhance_resume_builder_section_with_ai","tests.api","2026-07-03","failed","2026-07-03","TestResume","test_resumes","",""
"","1","test_p1_list_courses_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesCRUDP1","test_courses","",""
"P0: Edit a question in a draft assessment.","0","test_edit_question","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentQuestions","test_auth","",""
"","0","test_quiz_question_averages","tests.api","2026-07-03","failed","2026-07-03","TestCoursesAnalytics","test_courses","",""
"P1: GET /reports/usage-heatmap without required dates → 422.","0","test_p1_heatmap_no_dates","tests.api","2026-07-03","failed","2026-07-03","TestBillingReports","test_billing","",""
"P0: GET /v1/me/experiences — list my experiences.","0","test_list_experiences","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"","0","test_p1_download_report_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P0: POST /api/v1/resumes/builder/export/pdf.","0","test_builder_export_pdf","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpoints","test_resumes","",""
"P1: POST /me/mentor/availability with empty body → 422 or 403.","0","test_p1_create_availability_empty","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipAvailability","test_mentorship","",""
"P0: Assign admin to a university.","0","test_assign_university_admin","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssignUniAdmin","test_auth","",""
"P0: GET /api/v1/tenants/{id}/sub-accounts/{user_id}/limit.","0","test_get_tenant_sub_account_limit","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpoints","test_billing","",""
"","0","test_month_finalize","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPAssessments","test_auth","",""
"","0","test_create_bookmark","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNotes","test_courses","",""
"P1: GET /api/v1/enrollments/99999/progress → 404.","0","test_p1_enrollment_progress_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpointsP1","test_courses","",""
"GET /idp/my-idps without token → 401/403.","1","test_p1_idp_list_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthIDPCRUD","test_auth","",""
"","0","test_search_courses","tests.api","2026-07-03","failed","2026-07-03","TestCoursesSearch","test_courses","",""
"","0","test_list_course_reviews","tests.api","2026-07-03","failed","2026-07-03","TestCoursesReviews","test_courses","",""
"","0","test_p1_user_roles_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestAuthNewP1","test_auth","",""
"P1: DELETE /jobs/nonexistent/hard-delete → 404.","0","test_p1_hard_delete_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestJobsP1","test_jobs_endpoints","",""
"","1","test_p1_update_course_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesCRUDP1","test_courses","",""
"","1","test_p1_populate_java_questions_unauthorized","tests.api","2026-07-03","broken","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_content_dropoff_rates","tests.api","2026-07-03","failed","2026-07-03","TestCoursesAnalytics","test_courses","",""
"P1: POST /v1/analyze/session/minute-score with empty body → 422.","0","test_p1_minute_score_empty","tests.api","2026-07-03","failed","2026-07-03","TestInterviewNewEndpointsP1","test_interview","",""
"","0","test_healthz","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","0","test_submit","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsCRUD","test_auth","",""
"P1: POST /me/background-check without token → 401.","0","test_p1_trigger_background_check_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestMentorshipOnboarding","test_mentorship","",""
"","0","test_p1_create_question_missing_fields","tests.api","2026-07-03","failed","2026-07-03","TestCoursesQuizzesP1","test_courses","",""
"P1: POST /wallet/refund with empty body → 422.","0","test_p1_refund_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingWallet","test_billing","",""
"","0","test_del_user_role_safe","tests.api","2026-07-03","failed","2026-07-03","TestAuthUserRoles","test_auth","",""
"P1: POST /wallet/consume with empty body → 422.","0","test_p1_consume_credits_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingWallet","test_billing","",""
"","0","test_root","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: Get spending controls.","0","test_get_spending_controls","tests.api","2026-07-03","failed","2026-07-03","TestBillingWallet","test_billing","",""
"POST /auth/universities without token → 401/403.","1","test_p1_create_university_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","0","test_create_company","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","0","test_get_performance_trends","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"P0: GET /v1/me/notifications — list my notifications.","0","test_list_notifications","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"","0","test_add_group_member","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversities","test_auth","",""
"","0","test_evaluate_code","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: GET /api/v1/resumes/{id}/skills.","0","test_get_resume_skills_new","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpoints","test_resumes","",""
"","0","test_p1_role_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestAuthNewP1","test_auth","",""
"P0: GET /api/v1/it-journey/roles/{role_slug} — get role detail.","0","test_get_it_journey_role_detail","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourney","test_jobs_endpoints","",""
"","0","test_create_coding_question_pool_item_p0","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P1: POST /api/v1/risk/accounts/99999/freeze → 404.","0","test_p1_freeze_nonexistent_user","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpointsP1","test_billing","",""
"","0","test_get_a_company_profile_by_id","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"GET /auth/users → 403 for non-admin.","0","test_p1_list_users_without_permission","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","0","test_delete_role","tests.api","2026-07-03","failed","2026-07-03","TestAuthProtected","test_auth","",""
"","0","test_del_user_safe","tests.api","2026-07-03","failed","2026-07-03","TestAuthUserRoles","test_auth","",""
"","0","test_p1_get_all_evaluation_by_admin_unauthorized","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_add_university_group_members","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversity","test_auth","",""
"P1: GET /v1/interview/me/sessions/FAKE/history → 404.","0","test_p1_me_session_history_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestInterviewNewEndpointsP1","test_interview","",""
"","1","test_p1_create_module_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesModulesP1","test_courses","",""
"P0: GET /v1/sessions/me/skill-scores — get my session skill scores.","0","test_get_my_session_skill_scores","tests.api","2026-07-03","failed","2026-07-03","TestQuizNewEndpoints","test_quiz","",""
"P1: DEL /api/v1/resumes/99999 → 404.","0","test_p1_delete_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpointsP1","test_resumes","",""
"Create JD with empty payload should fail validation.","0","test_create_jd_empty_payload","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentNegative","test_recruitment","",""
"","0","test_list_all_active_companies","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"Login with password only → 422.","1","test_p1_login_missing_email","tests.api","2026-07-03","broken","2026-07-03","TestAuthPublicP1","test_auth","",""
"P1: POST /me/roles without token → 401.","1","test_p1_update_roles_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestMentorshipOnboarding","test_mentorship","",""
"","0","test_get_coding_question_pool_item_by_slug","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: GET /v1/profiles/{user_id}/avatar.","0","test_get_profile_avatar","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"","0","test_refresh_token","tests.api","2026-07-03","failed","2026-07-03","TestAuthOther","test_auth","",""
"P1: PUT /universities/1 without token → 401/403.","1","test_p1_update_university_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthUniversityCRUDP1","test_auth","",""
"P0: GET /api/v1/tenants/{tenant_id}/wallet/balance.","0","test_get_tenant_wallet_balance","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpoints","test_billing","",""
"GET /auth/universities/{id}/groups/99999/members → 404 or empty.","0","test_p1_list_group_members_nonexistent_group","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","1","test_root","tests.api","2026-07-03","broken","2026-07-03","TestAuthOther","test_auth","",""
"Login with empty body → 422 (validation error).","1","test_p1_login_empty_payload","tests.api","2026-07-03","broken","2026-07-03","TestAuthPublicP1","test_auth","",""
"Get the current admin's university and a group to set up testing context.","0","test_setup_university_context","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversities","test_auth","",""
"P1: GET /api/v1/resumes/admin/fetch-all without token → 401/403.","1","test_p1_admin_fetch_all_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestResumeNewEndpointsP1","test_resumes","",""
